Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,1590.000000,1610.000000,1585.000000,1589.500000,1513.912354,3890
2019-08-13,1600.000000,1600.000000,1590.000000,1599.500000,1523.436890,1708
2019-08-14,1618.000000,1618.000000,1599.500000,1615.099976,1538.294922,4744
2019-08-16,1640.000000,1660.000000,1618.000000,1640.000000,1562.010742,25742
2019-08-19,1650.000000,1650.000000,1631.000000,1650.000000,1571.535156,404
2019-08-20,1652.300049,1653.000000,1648.900024,1652.300049,1573.725830,18904
2019-08-21,1670.599976,1670.599976,1649.900024,1669.900024,1590.488892,4935
2019-08-22,1680.000000,1680.000000,1664.800049,1680.000000,1600.108521,27530
2019-08-23,1648.900024,1660.000000,1605.000000,1650.300049,1571.820923,7372
2019-08-26,1650.000000,1650.000000,1640.000000,1650.000000,1571.535156,6011
2019-08-27,1665.000000,1665.000000,1650.000000,1660.300049,1581.345581,1212
2019-08-28,1670.099976,1690.000000,1660.300049,1678.900024,1599.061035,652
2019-08-29,1665.000000,1678.900024,1660.000000,1670.000000,1590.584106,780383
2019-08-30,1671.000000,1750.000000,1669.000000,1749.900024,1666.684448,23
2019-09-02,1700.000000,1715.000000,1700.000000,1712.400024,1630.967896,56011
2019-09-03,1725.000000,1725.000000,1711.000000,1725.000000,1642.968750,50569
2019-09-04,1725.000000,1740.000000,1718.500000,1725.000000,1642.968750,48599
2019-09-05,1749.000000,1749.000000,1725.000000,1740.199951,1657.445801,5000
2019-09-06,1730.099976,1748.900024,1730.099976,1730.099976,1647.826172,28650
2019-09-09,1780.000000,1800.000000,1730.199951,1780.000000,1695.353271,228416
2019-09-10,1729.800049,1780.000000,1729.800049,1729.800049,1647.540405,46954
2019-09-11,1750.000000,1760.000000,1729.800049,1750.000000,1666.779663,46983
2019-09-12,1779.000000,1780.000000,1759.800049,1779.000000,1694.400757,237596
2019-09-13,1792.199951,1792.199951,1770.000000,1788.599976,1703.544067,358248
2019-09-16,1842.099976,1842.099976,1802.400024,1808.400024,1722.402710,2739
2019-09-17,1889.000000,1889.000000,1800.000000,1889.000000,1799.169678,270809
2019-09-23,1900.000000,1970.000000,1888.900024,1900.000000,1809.646606,11450
2019-09-24,1898.699951,1899.900024,1887.900024,1896.900024,1806.693970,1155
2019-09-25,1875.199951,1890.000000,1834.900024,1875.199951,1786.026001,223194
2019-09-26,1889.000000,1896.000000,1859.900024,1888.800049,1798.979248,2048
2019-09-27,1868.900024,1890.000000,1840.199951,1862.900024,1774.310913,1375
2019-09-30,1828.000000,1855.000000,1801.000000,1828.800049,1741.832642,2115
2019-10-01,1803.000000,1830.000000,1803.000000,1827.400024,1740.498901,6042
2019-10-02,1830.000000,1875.000000,1803.000000,1830.000000,1742.975464,174818
2019-10-03,1821.900024,1849.900024,1810.000000,1824.800049,1738.022705,1343
2019-10-04,1875.000000,1875.000000,1810.000000,1875.000000,1785.835571,21337
2019-10-07,1864.900024,1874.099976,1803.000000,1864.900024,1776.215942,400000
2019-10-08,1854.000000,1874.599976,1841.000000,1851.500000,1763.453003,2683
2019-10-09,1860.000000,1860.000000,1840.000000,1850.800049,1762.786499,9432
2019-10-10,1850.000000,1850.000000,1830.000000,1850.000000,1762.024292,100149
2019-10-11,1820.400024,1850.000000,1815.000000,1836.699951,1749.356812,6275
2019-10-14,1840.000000,1853.599976,1820.000000,1840.000000,1752.500000,77057
2019-10-15,1862.000000,1862.000000,1854.300049,1855.000000,1766.786499,770
2019-10-16,1834.199951,1859.099976,1810.500000,1834.199951,1746.975586,2485
2019-10-17,1865.000000,1875.000000,1819.000000,1865.000000,1776.311035,85000
2019-10-18,1863.900024,1869.699951,1850.000000,1852.800049,1764.691162,50
2019-10-21,1800.000000,1800.000000,1749.000000,1760.699951,1676.970825,686717
2019-10-22,1794.000000,1794.000000,1750.000000,1753.500000,1670.113281,2281
2019-10-23,1838.900024,1838.900024,1750.000000,1838.900024,1751.452393,69607
2019-10-24,1799.900024,1799.900024,1750.000000,1799.900024,1714.306885,93265
2019-10-25,1780.099976,1812.800049,1760.000000,1781.199951,1696.495972,3463
2019-10-28,1757.000000,1780.000000,1757.000000,1765.900024,1681.923828,6011
2019-10-29,1685.000000,1765.900024,1685.000000,1698.000000,1617.252686,7657
2019-10-30,1570.000000,1670.000000,1570.000000,1570.000000,1495.339355,119602
2019-11-04,1593.000000,1598.000000,1570.000000,1593.000000,1517.245850,53702
2019-11-05,1530.000000,1593.000000,1530.000000,1530.000000,1457.241699,32302
2019-11-06,1436.099976,1515.000000,1436.099976,1436.099976,1367.807007,63275
2019-11-07,1476.900024,1500.000000,1380.000000,1476.900024,1406.666870,42286
2019-11-08,1495.000000,1495.000000,1440.000000,1495.000000,1423.906128,38494
2019-11-11,1445.699951,1465.099976,1445.000000,1452.099976,1383.046143,9137
2019-11-12,1420.000000,1435.000000,1385.000000,1420.000000,1352.472778,21212
2019-11-13,1373.000000,1399.900024,1350.000000,1373.000000,1307.707642,49125
2019-11-14,1443.000000,1443.000000,1373.000000,1443.000000,1374.379150,50000
2019-11-15,1639.000000,1639.000000,1500.000000,1639.000000,1561.058228,28519
2019-11-18,1630.000000,1635.000000,1570.000000,1617.699951,1540.771240,10545
2019-11-19,1615.000000,1624.000000,1610.000000,1620.000000,1542.961792,2697463
2019-11-20,1620.000000,1637.000000,1600.000000,1620.000000,1542.961792,21073
2019-11-21,1601.000000,1637.000000,1601.000000,1601.000000,1524.865356,38738
2019-11-22,1650.000000,1650.000000,1580.000000,1621.599976,1544.485718,10219
2019-11-25,1598.000000,1598.000000,1520.000000,1598.000000,1522.008057,250000
2019-11-26,1505.000000,1590.000000,1505.000000,1513.699951,1441.716675,14467
2019-11-27,1478.000000,1520.000000,1421.000000,1478.000000,1407.714600,70000
2019-11-28,1485.000000,1485.000000,1390.000000,1485.000000,1414.381714,90488
2019-11-29,1520.000000,1520.000000,1470.000000,1505.500000,1433.906860,10000
2019-12-02,1484.900024,1520.000000,1451.000000,1484.900024,1414.286377,75000
2019-12-03,1479.900024,1484.000000,1411.400024,1479.900024,1409.524048,60750
2019-12-04,1569.900024,1584.000000,1480.000000,1569.900024,1495.244263,65479
2019-12-05,1604.000000,1635.000000,1580.000000,1604.000000,1527.722778,69808
2019-12-06,1620.000000,1648.000000,1610.000000,1620.000000,1542.961792,50000
2019-12-09,1619.900024,1620.000000,1600.000000,1612.599976,1535.913818,6227
2019-12-10,1614.900024,1620.000000,1560.000000,1614.900024,1538.104248,50750
2019-12-11,1575.000000,1619.900024,1570.000000,1575.000000,1500.101807,50000
2019-12-12,1600.000000,1600.000000,1570.000000,1600.000000,1523.912842,34217
2019-12-13,1600.000000,1624.000000,1598.000000,1600.000000,1523.912842,50000
2019-12-16,1600.000000,1625.900024,1590.000000,1600.000000,1523.912842,99428
2019-12-17,1617.000000,1620.000000,1552.000000,1617.000000,1540.104492,27969
2019-12-18,1600.000000,1617.000000,1551.000000,1600.000000,1523.912842,231703
2019-12-19,1580.000000,1610.000000,1580.000000,1580.000000,1504.864014,56357
2019-12-20,1614.000000,1614.000000,1570.099976,1614.000000,1537.247070,143500
2019-12-23,1585.000000,1610.000000,1585.000000,1585.000000,1509.626221,265000
2019-12-24,1599.000000,1599.000000,1585.000000,1588.199951,1512.673950,477
2019-12-26,1579.000000,1600.000000,1556.000000,1579.000000,1503.911621,23428
2019-12-27,1561.000000,1575.000000,1561.000000,1561.000000,1486.767700,19847
2019-12-30,1555.000000,1600.000000,1555.000000,1578.099976,1503.054321,49286
2020-01-02,1589.900024,1600.000000,1574.900024,1590.000000,1514.388672,16800
2020-01-03,1590.000000,1599.000000,1572.000000,1590.000000,1514.388672,24635
2020-01-06,1602.000000,1602.000000,1575.000000,1602.000000,1525.817871,27088
2020-01-07,1605.000000,1629.800049,1590.099976,1605.000000,1528.675293,17670
2020-01-08,1615.000000,1630.000000,1600.099976,1624.900024,1547.628906,7896
2020-01-09,1612.599976,1624.900024,1581.000000,1612.599976,1535.913818,17900
2020-01-10,1669.000000,1669.000000,1612.599976,1664.599976,1585.440796,10083
2020-01-13,1627.099976,1660.000000,1627.099976,1629.500000,1552.010132,14358
2020-01-14,1601.000000,1625.000000,1591.000000,1601.000000,1524.865356,30850
2020-01-15,1602.000000,1617.099976,1590.099976,1602.000000,1525.817871,29154
2020-01-16,1594.500000,1602.000000,1594.500000,1595.000000,1519.150635,9275
2020-01-17,1590.000000,1614.800049,1572.000000,1590.099976,1514.483765,11491
2020-01-20,1544.000000,1590.000000,1510.000000,1548.599976,1474.957275,7547
2020-01-21,1505.000000,1540.000000,1470.000000,1505.000000,1433.430664,728997
2020-01-22,1500.000000,1514.000000,1470.000000,1500.699951,1429.334961,4464
2020-01-23,1462.000000,1500.000000,1453.800049,1462.000000,1392.475464,51027
2020-01-24,1452.000000,1494.000000,1431.000000,1451.800049,1382.760742,16625
2020-01-27,1444.000000,1470.000000,1415.000000,1450.800049,1381.807983,6900
2020-01-28,1480.000000,1500.000000,1455.000000,1480.000000,1409.619507,213728
2020-01-29,1450.000000,1490.000000,1422.000000,1450.000000,1381.046021,1654182
2020-01-30,1462.000000,1469.000000,1444.900024,1465.000000,1395.332764,639
2020-01-31,1440.099976,1469.500000,1440.000000,1440.099976,1371.616943,32849
2020-02-03,1401.000000,1444.000000,1401.000000,1401.000000,1334.376221,117502
2020-02-04,1490.000000,1490.000000,1411.000000,1490.000000,1419.143799,27113
2020-02-05,1460.000000,1470.000000,1460.000000,1460.000000,1390.570435,25739
2020-02-06,1460.000000,1488.000000,1460.000000,1460.000000,1390.570435,51647
2020-02-07,1433.000000,1460.000000,1460.000000,1460.000000,1390.570435,282
2020-02-10,1475.000000,1500.000000,1459.000000,1477.400024,1407.143066,2043
2020-02-11,1510.099976,1510.099976,1469.900024,1492.900024,1421.906006,8633
2020-02-12,1495.000000,1524.000000,1490.000000,1495.000000,1423.906128,81894
2020-02-13,1539.000000,1539.000000,1490.000000,1539.000000,1465.813721,39434
2020-02-14,1534.699951,1505.000000,1505.000000,1507.800049,1436.097534,344
2020-02-17,1507.800049,1507.699951,1485.000000,1504.800049,1433.239990,319116
2020-02-18,1500.000000,1500.000000,1500.000000,1500.000000,1428.668457,2097666
2020-02-19,1496.699951,1496.699951,1496.699951,1496.699951,1425.525391,69200
2020-02-20,1492.900024,1497.000000,1485.000000,1492.900024,1421.906006,25558
2020-02-21,1497.900024,1500.000000,1455.199951,1482.599976,1412.095947,10000
2020-02-24,1445.000000,1457.199951,1430.000000,1445.000000,1376.283813,30000
2020-02-25,1441.599976,1450.000000,1437.099976,1445.000000,1376.283813,5169
2020-02-26,1408.000000,1425.000000,1400.000000,1402.900024,1336.185913,2061
2020-02-27,1400.000000,1400.000000,1360.000000,1399.599976,1333.042725,18733
2020-02-28,1390.000000,1395.000000,1370.000000,1389.900024,1323.804077,1969696
2020-03-02,1400.099976,1420.000000,1389.000000,1400.099976,1333.518921,30343
2020-03-03,1415.000000,1415.000000,1400.000000,1415.000000,1347.710571,21402
2020-03-04,1450.000000,1450.000000,1415.000000,1450.000000,1381.046021,20000
2020-03-05,1439.000000,1439.000000,1420.000000,1439.000000,1370.569092,40462
2020-03-06,1435.000000,1435.000000,1433.900024,1433.900024,1365.711670,9944
2020-03-09,1390.000000,1400.000000,1370.000000,1390.000000,1323.899292,304713
2020-03-10,1436.800049,1436.800049,1360.000000,1372.000000,1306.755249,291592
2020-03-11,1340.000000,1373.000000,1302.000000,1340.000000,1276.277100,48189
2020-03-12,1294.000000,1305.000000,1270.000000,1288.000000,1226.749878,4015
2020-03-13,1228.000000,1333.800049,1224.000000,1228.000000,1169.603271,28362
2020-03-16,990.000000,1215.400024,952.000000,990.000000,942.921082,33606
2020-03-17,930.000000,1049.000000,930.000000,930.000000,885.774414,66434
2020-03-18,840.000000,900.000000,830.000000,840.000000,800.054260,60000
2020-03-19,900.099976,900.109985,839.450012,900.309998,857.496338,28997
2020-03-20,907.000000,950.000000,900.000000,907.000000,863.868103,842793
2020-03-23,895.000000,920.000000,895.000000,900.799988,857.963013,4320
2020-03-24,900.000000,937.299988,900.000000,900.000000,857.201050,44131
2020-03-25,923.000000,950.000000,923.000000,943.679993,898.803894,16178
2020-03-26,955.000000,1020.000000,930.000000,955.000000,909.585510,56907
2020-03-27,970.000000,980.000000,945.000000,970.000000,923.872192,33900
2020-03-30,1017.000000,1030.000000,988.799988,1017.000000,968.637146,48140
2020-03-31,1090.000000,1095.000000,1050.000000,1090.000000,1038.165771,109623
2020-04-01,1072.000000,1079.000000,1052.000000,1072.000000,1021.021667,30109
2020-04-02,1125.000000,1145.000000,1091.800049,1125.000000,1071.501343,49021
2020-04-03,1238.900024,1238.900024,1123.900024,1238.900024,1179.984863,48751
2020-04-06,1211.800049,1230.000000,1189.699951,1211.800049,1154.173706,40929
2020-04-07,1217.800049,1236.000000,1190.000000,1217.800049,1159.888306,250267
2020-04-08,1218.000000,1250.000000,1218.000000,1220.000000,1161.983643,15703
2020-04-09,1221.000000,1240.000000,1201.000000,1221.000000,1162.936157,181761
2020-04-13,1221.000000,1240.000000,1200.000000,1240.000000,1181.032471,80625
2020-04-14,1266.000000,1300.000000,1240.000000,1266.000000,1205.796021,67540
2020-04-15,1220.000000,1266.000000,1220.000000,1227.000000,1168.650757,19748
2020-04-16,1232.000000,1256.599976,1200.000000,1230.199951,1171.698608,8000
2020-04-17,1100.000000,1264.000000,1100.000000,1100.000000,1047.690186,27306
2020-04-20,1248.900024,1250.000000,1195.000000,1243.000000,1183.889771,17000
2020-04-21,1230.000000,1243.000000,1215.000000,1230.000000,1171.508057,311741
2020-04-22,1189.000000,1250.000000,1189.000000,1189.000000,1132.457764,66671
2020-04-23,1165.000000,1205.000000,1161.000000,1165.000000,1109.599243,67000
2020-04-24,1145.000000,1190.000000,1145.000000,1147.199951,1092.645386,21300
2020-04-27,1199.000000,1199.000000,1155.000000,1194.699951,1137.886719,19083
2020-04-28,1215.000000,1230.199951,1194.000000,1215.000000,1172.382935,45642
2020-04-29,1248.000000,1270.000000,1236.000000,1262.500000,1218.216675,9260
2020-04-30,1202.000000,1257.000000,1202.000000,1202.000000,1159.838867,52504
2020-05-04,1162.000000,1224.000000,1162.000000,1162.000000,1121.241699,78080
2020-05-05,1230.000000,1280.000000,1199.000000,1230.000000,1186.856812,110674
2020-05-06,1271.000000,1271.000000,1211.000000,1271.000000,1226.418579,32803
2020-05-07,1330.000000,1330.000000,1287.400024,1330.000000,1283.348999,206574
2020-05-08,1300.000000,1370.000000,1263.500000,1300.000000,1254.401367,86129
2020-05-11,1280.000000,1300.099976,1265.000000,1280.000000,1235.102905,50854
2020-05-12,1290.000000,1300.000000,1265.000000,1280.300049,1235.392334,15975
2020-05-13,1220.000000,1285.400024,1165.000000,1216.400024,1173.733643,11418
2020-05-14,1178.000000,1210.000000,1178.000000,1178.000000,1136.680542,60537
2020-05-15,1150.000000,1190.000000,1150.000000,1150.000000,1109.662598,107559
2020-05-18,1201.000000,1250.099976,1184.400024,1201.000000,1158.873901,27030
2020-05-19,1186.000000,1215.500000,1176.900024,1184.599976,1143.049194,10470
2020-05-20,1190.000000,1200.199951,1180.000000,1180.300049,1138.899902,12289
2020-05-22,1238.000000,1238.000000,1191.000000,1224.000000,1181.067139,9470
2020-05-25,1266.800049,1266.800049,1245.000000,1261.500000,1217.251831,6083
2020-05-26,1296.000000,1296.000000,1220.000000,1296.000000,1250.541748,51953
2020-05-27,1240.000000,1295.800049,1230.000000,1240.000000,1196.505859,286660
2020-05-28,1192.000000,1210.000000,1191.000000,1199.400024,1157.329834,4000
2020-05-29,1120.000000,1205.000000,1120.000000,1120.000000,1080.714966,313363
2020-06-01,1169.599976,1180.000000,1159.900024,1163.300049,1122.496338,11108
2020-06-02,1159.900024,1192.000000,1130.300049,1159.900024,1119.215698,29734
2020-06-03,1179.900024,1215.000000,1170.000000,1178.699951,1137.355957,8900
2020-06-04,1181.000000,1223.000000,1170.000000,1181.000000,1139.575317,139548
2020-06-05,1270.500000,1280.199951,1224.900024,1274.099976,1229.409668,16405
2020-06-08,1343.900024,1350.000000,1270.000000,1339.900024,1292.901855,4333
2020-06-09,1355.000000,1394.699951,1325.000000,1355.000000,1307.472046,244641
2020-06-10,1370.000000,1375.000000,1360.000000,1370.000000,1321.945923,136450
2020-06-11,1339.000000,1369.500000,1339.000000,1356.099976,1308.533447,18548
2020-06-12,1350.000000,1385.000000,1349.900024,1351.599976,1304.191406,14580
2020-06-15,1302.000000,1351.500000,1302.000000,1302.000000,1256.331299,37479
2020-06-16,1314.000000,1360.000000,1314.000000,1314.000000,1267.910400,24622
2020-06-17,1349.599976,1450.000000,1349.599976,1356.800049,1309.208984,1000
2020-06-18,1374.000000,1375.000000,1335.000000,1374.000000,1325.805664,100000
2020-06-19,1344.000000,1400.000000,1344.000000,1344.000000,1296.858032,987440
2020-06-22,1326.000000,1375.000000,1320.000000,1336.300049,1289.428101,11042
2020-06-23,1334.000000,1340.000000,1309.900024,1334.000000,1287.208740,78392
2020-06-24,1335.000000,1360.000000,1333.000000,1335.000000,1288.173828,182400
2020-06-25,1400.000000,1430.000000,1335.000000,1400.000000,1350.893799,100000
2020-06-26,1385.000000,1429.599976,1385.000000,1397.500000,1348.481445,15095
2020-06-30,1397.500000,1397.500000,1345.000000,1385.000000,1336.419922,1979752
2020-07-01,1390.500000,1439.900024,1390.500000,1423.000000,1373.087036,36286
2020-07-02,1440.000000,1486.000000,1440.000000,1481.900024,1429.921021,199235
2020-07-03,1460.000000,1481.900024,1459.900024,1460.199951,1408.982178,5838
2020-07-06,1490.000000,1499.900024,1490.000000,1490.900024,1438.605347,8078
2020-07-07,1446.800049,1479.900024,1446.800049,1446.800049,1396.052246,354810
2020-07-08,1450.000000,1470.000000,1400.000000,1450.000000,1399.140015,129334
2020-07-09,1400.000000,1450.000000,1351.000000,1400.000000,1350.893799,201197
2020-07-10,1399.900024,1399.900024,1352.000000,1399.900024,1350.797363,346465
2020-07-13,1430.199951,1475.000000,1410.000000,1454.500000,1403.482178,14000
2020-07-14,1430.000000,1450.000000,1400.000000,1430.699951,1380.516846,5225
2020-07-15,1371.000000,1430.000000,1335.000000,1371.000000,1322.910889,114109
2020-07-17,1315.000000,1400.000000,1315.000000,1315.300049,1269.164551,8343
2020-07-20,1300.000000,1315.000000,1250.000000,1300.000000,1254.401367,163692
2020-07-21,1300.400024,1300.400024,1281.000000,1300.400024,1254.787354,40283
2020-07-22,1295.000000,1301.000000,1287.000000,1295.000000,1249.576782,57915
2020-07-23,1300.000000,1360.000000,1295.000000,1305.099976,1259.322388,17353
2020-07-24,1374.500000,1378.900024,1310.000000,1374.500000,1326.288208,30003
2020-07-27,1395.000000,1400.000000,1382.000000,1395.000000,1346.069214,25867
2020-07-28,1390.000000,1418.000000,1376.099976,1390.000000,1341.244385,9040
2020-07-29,1380.000000,1380.000000,1325.099976,1359.000000,1311.331909,96017
2020-07-30,1310.000000,1359.000000,1300.000000,1314.599976,1268.489258,11957
2020-07-31,1339.000000,1370.099976,1320.000000,1346.099976,1298.884277,3767
2020-08-03,1350.000000,1370.000000,1346.099976,1352.300049,1304.866943,10737
2020-08-04,1340.000000,1390.000000,1336.000000,1340.000000,1292.998291,45018
2020-08-05,1355.000000,1371.000000,1350.000000,1356.099976,1308.533447,10643
2020-08-06,1354.900024,1369.000000,1350.000000,1356.500000,1308.919556,3151
2020-08-07,1350.000000,1369.000000,1350.000000,1350.000000,1302.647583,36663
2020-08-10,1303.000000,1390.500000,1289.900024,1296.699951,1251.217041,14721
2020-08-11,1313.000000,1333.800049,1306.099976,1320.800049,1274.471924,699
2020-08-12,1320.000000,1358.000000,1320.000000,1320.000000,1273.699829,199018
2020-08-13,1319.900024,1337.000000,1305.000000,1318.300049,1272.059326,4762
2020-08-14,1298.000000,1320.000000,1298.000000,1298.000000,1252.471436,25644
2020-08-17,1275.099976,1318.000000,1265.000000,1275.099976,1230.374634,49934
2020-08-18,1246.000000,1297.000000,1240.000000,1248.099976,1204.321655,14097
2020-08-19,1243.000000,1270.000000,1243.000000,1250.000000,1206.155151,6795
2020-08-20,1222.000000,1250.000000,1222.000000,1222.000000,1179.137329,36520
2020-08-21,1220.000000,1238.900024,1146.000000,1202.500000,1160.321289,12062
2020-08-24,1238.000000,1245.000000,1219.000000,1237.199951,1193.804077,7858
2020-08-25,1185.000000,1230.000000,1160.000000,1189.599976,1147.873535,7986
2020-08-26,1149.900024,1187.500000,1142.000000,1143.699951,1103.583618,838
2020-08-27,1142.000000,1172.000000,1142.000000,1142.000000,1101.943359,36844
2020-08-28,1155.000000,1167.000000,1140.000000,1142.199951,1102.136353,7267
2020-08-31,1240.000000,1240.000000,1135.000000,1240.000000,1196.505859,34901
2020-09-01,1141.199951,1200.000000,1136.000000,1141.199951,1101.171265,144121
2020-09-02,1166.000000,1185.500000,1145.000000,1150.599976,1110.241455,3096
2020-09-03,1164.000000,1165.000000,1155.000000,1164.000000,1123.171753,47890
2020-09-04,1180.000000,1198.000000,1151.000000,1180.000000,1138.610352,59824
2020-09-07,1180.000000,1195.000000,1179.900024,1180.000000,1138.610352,81226
2020-09-08,1151.000000,1180.000000,1151.000000,1151.000000,1110.627563,98837
2020-09-09,1150.000000,1156.500000,1145.000000,1150.000000,1109.662598,26946
2020-09-10,1150.000000,1163.900024,1140.000000,1150.000000,1109.662598,50000
2020-09-11,1148.500000,1148.500000,1130.000000,1148.500000,1108.215454,36568
2020-09-14,1130.000000,1172.000000,1122.000000,1128.800049,1089.206299,7543
2020-09-15,1100.000000,1130.000000,1073.000000,1095.699951,1057.267456,1094
2020-09-16,1089.000000,1100.000000,1075.000000,1087.400024,1049.258423,19546
2020-09-17,1135.000000,1135.000000,1087.400024,1135.000000,1095.188843,140974
2020-09-21,1110.000000,1125.000000,1095.000000,1110.000000,1071.065918,106278
2020-09-22,1115.000000,1131.199951,1115.000000,1116.000000,1076.855347,17033
2020-09-23,1050.000000,1118.300049,1050.000000,1050.000000,1013.170410,106170
2020-09-24,1090.000000,1090.000000,1065.000000,1089.099976,1050.898804,23431
2020-09-25,1085.000000,1090.000000,1085.000000,1090.000000,1051.767334,15893
2020-09-28,1092.000000,1112.400024,1092.000000,1097.599976,1059.100708,8964
2020-09-29,1101.000000,1101.000000,1097.000000,1101.000000,1062.381470,163935
2020-09-30,1100.000000,1120.000000,1070.000000,1099.400024,1060.837524,24894
2020-10-01,1099.400024,1122.000000,1100.000000,1121.400024,1082.066040,103455
2020-10-02,1130.000000,1159.000000,1120.000000,1133.000000,1093.259155,367350
2020-10-05,1149.000000,1160.000000,1133.000000,1149.300049,1108.987305,12602
2020-10-06,1100.000000,1150.000000,1090.000000,1100.000000,1061.416382,72967
2020-10-07,1070.000000,1105.000000,1070.000000,1070.000000,1032.468750,22137
2020-10-08,1139.900024,1139.900024,1044.000000,1139.900024,1099.916992,88616
2020-10-09,1102.099976,1143.000000,1100.000000,1100.000000,1061.416382,826768
2020-10-13,1100.000000,1102.099976,1090.000000,1099.099976,1060.548096,9176
2020-10-14,1094.699951,1102.099976,1080.199951,1094.699951,1056.302368,152806
2020-10-15,1085.000000,1100.000000,1071.000000,1093.400024,1055.048096,11993
2020-10-16,1070.099976,1093.400024,1070.099976,1070.099976,1032.565308,13206
2020-10-19,1055.099976,1071.000000,1055.099976,1065.599976,1028.223022,8053
2020-10-20,1095.000000,1095.000000,1050.000000,1094.800049,1056.399048,9357
2020-10-21,1100.000000,1110.000000,1094.000000,1094.000000,1055.626953,100
2020-10-22,1100.000000,1118.000000,1096.000000,1100.000000,1061.416382,14517
2020-10-23,1120.000000,1130.000000,1089.000000,1112.500000,1073.478149,375
2020-10-26,1070.000000,1112.400024,1052.000000,1076.500000,1038.740845,2352
2020-10-27,1073.000000,1100.000000,1070.000000,1073.000000,1035.363525,144436
2020-10-28,1060.000000,1074.000000,1047.900024,1060.900024,1023.687988,1860
2020-10-29,1015.000000,1048.900024,1005.000000,1015.000000,979.398010,30058
2020-10-30,980.000000,1020.000000,980.000000,986.010010,951.424805,17619
2020-11-02,1012.900024,1014.500000,986.010010,1012.900024,977.371643,44968
2020-11-03,1012.900024,1000.000000,980.000000,980.700012,946.301086,84348
2020-11-04,980.000000,999.890015,980.000000,980.000000,945.625610,30218
2020-11-05,1040.000000,1040.000000,980.000000,1006.500000,971.196106,26911
2020-11-06,1080.000000,1080.000000,1025.000000,1048.800049,1012.012329,4560
2020-11-09,1245.000000,1245.000000,1080.000000,1245.000000,1201.330566,56010
2020-11-10,1239.900024,1239.900024,1160.000000,1200.900024,1158.777344,286268
2020-11-11,1155.000000,1205.000000,1050.000000,1155.000000,1114.487305,36389
2020-11-12,1100.000000,1160.000000,1100.000000,1100.000000,1061.416382,42185
2020-11-13,1117.800049,1125.000000,1100.000000,1120.199951,1080.907959,9307
2020-11-16,1130.199951,1170.000000,1130.199951,1140.699951,1100.688843,13552
2020-11-17,1210.000000,1210.000000,1142.000000,1182.099976,1140.636841,7380
2020-11-18,1197.699951,1220.000000,1180.000000,1197.699951,1155.689453,70335
2020-11-19,1170.000000,1215.400024,1170.000000,1175.199951,1133.978760,7046
2020-11-20,1179.000000,1189.900024,1130.000000,1178.599976,1137.259521,1776
2020-11-23,1200.000000,1200.000000,1160.000000,1196.900024,1154.917603,8277
2020-11-24,1205.900024,1210.000000,1197.000000,1205.900024,1163.602051,28987
2020-11-25,1210.000000,1240.000000,1210.000000,1210.900024,1168.426636,13611
2020-11-26,1227.800049,1240.000000,1210.900024,1220.500000,1177.689819,2679
